Xavier Bourgault;925000;EDM
Dylan Holloway;925000;EDM
Carter Savoie;925000;EDM
Raphael Lavoie;870000;EDM
Noah Philp;842500;EDM
Matvei Petrov;823333;EDM
Tyler Tullio;823333;EDM
James Hamblin;807500;EDM
Seth Griffith;762500;EDM
Brad Malone;762500;EDM
Greg Mckegg;762500;EDM
Tyler Benson;750000;EDM
Michael Kesselring;925000;EDM
Philip Kemp;786667;EDM
Dmitri Samorukov;775000;EDM
Vincent Desharnais;762500;EDM
Markus Niemelainen;762500;EDM
Ryan Fanti;883750;EDM
Olivier Rodrigue;795000;EDM
Calvin Pickard;762500;EDM
Adam Henrique;5825000;ANA
Ryan Strome;5000000;ANA
Frank Vatrano;3650000;ANA
Maxime Comtois;2037500;ANA
Isac Lundestrom;1800000;ANA
Derek Grant;1500000;ANA
Troy Terry;1450000;ANA
Max Jones;1295000;ANA
Trevor Zegras;925000;ANA
Mason Mctavish;894167;ANA
Sam Carrick;850000;ANA
Glenn Gawdin;762500;ANA
John Klingberg;7000000;ANA
Cam Fowler;6500000;ANA
Kevin Shattenkirk;3900000;ANA
Dmitry Kulikov;2250000;ANA
Jamie Drysdale;925000;ANA
Urho Vaakanainen;850000;ANA
Colton White;762500;ANA
Josh Mahura;750000;ANA
Simon Benoit;750000;ANA
John Gibson;6400000;ANA
Anthony Stolarz;950000;ANA
Jakob Silfverberg;5250000;ANA
John Moore;1625000;ANA
Nikolas Brouillard;0;ANA
Brent Gates;0;ANA
Josh Healey;0;ANA
Dmitri Osipov;0;ANA
Nathan Gaucher;950000;ANA
Bryce Kindopp;925000;ANA
Blake Mclaughlin;883750;ANA
Joshua Lopina;878333;ANA
Jacob Perreault;863333;ANA
Brayden Tracey;863333;ANA
Pavol Regenda;855000;ANA
Sasha Pastujov;847500;ANA
Benoit Olivier Groulx;822500;ANA
Hunter Drew;793333;ANA
Maxim Golod;793333;ANA
Chase De Leo;762500;ANA
Danny Oregan;750000;ANA
Justin Kirkland;750000;ANA
John Moore;2750000;ANA
Pavel Mintyukov;950000;ANA
Drew Helleson;925000;ANA
Olen Zellweger;866667;ANA
Axel Andersson;772500;ANA
Olli Juolevi;750000;ANA
Austin Strand;750000;ANA
Calle Clang;878333;ANA
Lukas Dostal;822500;ANA
Olle Eriksson Ek;750000;ANA
Blake Wheeler;8250000;WPG
Kyle Connor;7142857;WPG
Mark Scheifele;6125000;WPG
Nikolaj Ehlers;6000000;WPG
Pierre Luc Dubois;6000000;WPG
Adam Lowry;3250000;WPG
Mason Appleton;2166667;WPG
Morgan Barron;925000;WPG
Jansen Harkins;850000;WPG
Dominic Toninato;750000;WPG
Sam Gagner;750000;WPG
Joshua Morrissey;6250000;WPG
Nate Schmidt;5950000;WPG
Neal Pionk;5875000;WPG
Brenden Dillon;3900000;WPG
Dylan Demelo;3000000;WPG
Dylan Samberg;925000;WPG
Logan Stanley;900000;WPG
Connor Hellebuyck;6166666;WPG
David Rittich;900000;WPG
Cole Perfetti;894167;WPG
Chaz Lucius;925000;WPG
Daniel Torgersson;867500;WPG
Henri Nikkanen;859167;WPG
Wyatt Bongiovanni;802500;WPG
Alex Limoges;780000;WPG
David Gustafsson;775000;WPG
Kristian Reichel;775000;WPG
Jeff Malott;762500;WPG
Michael Eyssimont;750000;WPG
Saku Maenalanen;750000;WPG
Kevin Stenlund;750000;WPG
Elias Salomonsson;870000;WPG
Ville Heinola;863333;WPG
Simon Lundmark;850833;WPG
Tyrel Bauer;850000;WPG
Declan Chisholm;815000;WPG
Dmitri Kuzmin;807778;WPG
Johnathan Kovacevic;766667;WPG
Kyle Capobianco;762500;WPG
Leon Gawanke;750000;WPG
Ashton Sautner;750000;WPG
Oskari Salminen;855000;WPG
Arvid Holm;845833;WPG
Mikhail Berdin;750000;WPG
Elias Pettersson;7350000;VAN
Brock Boeser;6650000;VAN
Bo Horvat;5500000;VAN
Jt Miller;5250000;VAN
Conor Garland;4950000;VAN
Ilya Mikheyev;4750000;VAN
Tanner Pearson;3250000;VAN
Jason Dickinson;2650000;VAN
Curtis Lazar;1000000;VAN
Andrei Kuzmenko;950000;VAN
Vasily Podkolzin;925000;VAN
Justin Dowling;750000;VAN
Quinn Hughes;7850000;VAN
Oliver Ekman Larsson;7260000;VAN
Tyler Myers;6000000;VAN
Travis Dermott;1500000;VAN
Luke Schenn;850000;VAN
Kyle Burroughs;750000;VAN
Thatcher Demko;5000000;VAN
Spencer Martin;762500;VAN
Tucker Poolman;2500000;VAN
Nils Hoglander;891667;VAN
Brady Keeper;762500;VAN
Micheal Ferland;3500000;VAN
Nils Aman;883750;VAN
Linus Karlsson;883750;VAN
Danila Klimovich;855833;VAN
Karel Plasek;846667;VAN
Dakota Joshua;825000;VAN
Carson Focht;821667;VAN
Arshdeep Bains;816667;VAN
Sheldon Dries;762500;VAN
William Lockwood;750000;VAN
Phillip Di Giuseppe;750000;VAN
John Stevens;750000;VAN
Filip Johansson;883750;VAN
Jett Woo;860833;VAN
Jack Rathbone;850000;VAN
Guillaume Brisebois;750000;VAN
Noah Juulsen;750000;VAN
Wyatt Kalynuk;750000;VAN
Christian Wolanin;750000;VAN
Michael Dipietro;840000;VAN
Arturs Silovs;786111;VAN
Collin Delia;750000;VAN
Nick Suzuki;7875000;MTL
Brendan Gallagher;6500000;MTL
Josh Anderson;5500000;MTL
Evgeni Dadonov;5000000;MTL
Mike Hoffman;4500000;MTL
Christian Dvorak;4450000;MTL
Joel Armia;3400000;MTL
Paul Byron;3400000;MTL
Kirby Dach;3362500;MTL
Jake Evans;1700000;MTL
Rem Pitlick;1100000;MTL
Juraj Slafkovsky;950000;MTL
Cole Caufield;880833;MTL
Michael Pezzetta;750000;MTL
Michael Matheson;4875000;MTL
Joel Edmundson;3500000;MTL
David Savard;3500000;MTL
Justin Barron;925000;MTL
Jordan Harris;842500;MTL
Chris Wideman;762500;MTL
Corey Schueneman;750000;MTL
Jake Allen;2875000;MTL
Samuel Montembeault;1000000;MTL
Carey Price;10500000;MTL
Sean Monahan;6375000;MTL
Jonathan Drouin;5500000;MTL
Filip Mesar;950000;MTL
Emil Heineman;897500;MTL
Jesse Ylonen;880833;MTL
Riley Kidney;859167;MTL
Joshua Roy;856667;MTL
Cameron Hillis;838333;MTL
Lucas Condotta;830000;MTL
Jan Mysak;828333;MTL
Rafael Harvey Pinard;825000;MTL
Nathan Schnarr;750000;MTL
Joel Teasdale;750000;MTL
Alex Belzile;750000;MTL
Anthony Richard;750000;MTL
Mitchell Stephens;750000;MTL
Kaiden Guhle;863333;MTL
Mattias Norlinder;859167;MTL
Gianni Fairbrother;848333;MTL
Arber Xhekaj;828333;MTL
Otto Leskinen;750000;MTL
Madison Bowey;750000;MTL
Cayden Primeau;890000;MTL
Auston Matthews;11640250;TOR
John Tavares;11000000;TOR
Mitchell Marner;10903000;TOR
William Nylander;6962366;TOR
Alexander Kerfoot;3500000;TOR
Pierre Engvall;2250000;TOR
Calle Jarnkrok;2100000;TOR
David Kampf;1500000;TOR
Nicolas Aube Kubel;1000000;TOR
Michael Bunting;950000;TOR
Wayne Simmonds;900000;TOR
Kyle Clifford;762500;TOR
Joey Anderson;750000;TOR
Adam Gaudette;750000;TOR
Morgan Rielly;7500000;TOR
Jake Muzzin;5625000;TOR
Tj Brodie;5000000;TOR
Justin Holl;2000000;TOR
Timothy Liljegren;1400000;TOR
Mark Giordano;800000;TOR
Rasmus Sandin;0;TOR
Matt Murray1;4687500;TOR
Ilya Samsonov;1800000;TOR
Dylan Ferguson;0;TOR
Rodion Amirov;925000;TOR
Roni Hirvonen;856667;TOR
Nick Abruzzese;850000;TOR
Max Ellis;838750;TOR
Curtis Douglas;837500;TOR
Dmitri Ovchinnikov;835000;TOR
Pavel Gogolev;834167;TOR
Alex Steeves;834167;TOR
Pontus Holmberg;827500;TOR
Braeden Kressler;821111;TOR
Ty Voit;817778;TOR
Mikhail Abramov;809444;TOR
Nicholas Robertson;796667;TOR
Semyon Der Arguchintsev;766667;TOR
Bobby Mcmann;762500;TOR
Denis Malgin;750000;TOR
Topi Niemela;856667;TOR
Mikko Kokkonen;846667;TOR
Axel Rindell;838750;TOR
William Villeneuve;817778;TOR
Filip Kral;810000;TOR
Mac Hollowell;750000;TOR
Jordie Benn;750000;TOR
Carl Dahlstrom;750000;TOR
Victor Mete;750000;TOR
Dennis Hildeby;843333;TOR
Joseph Woll;766667;TOR
Erik Kallgren;750000;TOR
Jack Eichel;10000000;VGK
Mark Stone;9500000;VGK
William Karlsson;5900000;VGK
Jonathan Marchessault;5000000;VGK
Reilly Smith;5000000;VGK
Nicolas Roy;3000000;VGK
Chandler Stephenson;2750000;VGK
Brett Howden;1500000;VGK
Phil Kessel;1500000;VGK
William Carrier;1400000;VGK
Keegan Kolesar;1400000;VGK
Michael Amadio;762500;VGK
Alex Pietrangelo;8800000;VGK
Alec Martinez;5250000;VGK
Shea Theodore;5200000;VGK
Brayden Mcnabb;2850000;VGK
Zach Whitecloud;2750000;VGK
Ben Hutton;850000;VGK
Laurent Brossoit;2325000;VGK
Adin Hill;2175000;VGK
Logan Thompson;766667;VGK
Nolan Patrick;1200000;VGK
Nicolas Hague;0;VGK
Shea Weber;7857143;VGK
Robin Lehner;5000000;VGK
William Riedell;0;VGK
Brendan Brisson;925000;VGK
Pavel Dorofeyev;925000;VGK
Ivan Morozov;925000;VGK
Zach Dean;883333;VGK
Mason Primeau;825000;VGK
Maxim Marushev;810000;VGK
Marcus Kallionkieli;784722;VGK
Jake Leschyshyn;766667;VGK
Jonas Rondbjerg;766667;VGK
Byron Froese;762500;VGK
Sheldon Rempal;762500;VGK
Paul Cotter;760000;VGK
Spencer Foo;750000;VGK
Sakari Manninen;750000;VGK
Layton Ahac;897500;VGK
Peter Diliberatore;880833;VGK
Daniil Chayka;847500;VGK
Connor Corcoran;813333;VGK
Zackary Hayes;805000;VGK
Lukas Cormier;793333;VGK
Kaedan Korczak;789167;VGK
Daniil Miromanov;762500;VGK
Brayden Pachal;750000;VGK
Isaiah Saville;849667;VGK
Jiri Patera;800000;VGK
Michael Hutchinson;750000;VGK
Nazem Kadri;7000000;CGY
Jonathan Huberdeau;5900000;CGY
Andrew Mangiapane;5800000;CGY
Mikael Backlund;5350000;CGY
Milan Lucic;5250000;CGY
Blake Coleman;4900000;CGY
Elias Lindholm;4850000;CGY
Tyler Toffoli;4250000;CGY
Dillon Dube;2300000;CGY
Kevin Rooney;1300000;CGY
Jakob Pelletier;863333;CGY
Trevor Lewis;800000;CGY
Adam Ruzicka;0;CGY
Noah Hanifin;4950000;CGY
Rasmus Andersson;4550000;CGY
Christopher Tanev;4500000;CGY
Nikita Zadorov;3750000;CGY
Mackenzie Weegar;3250000;CGY
Oliver Kylington;2500000;CGY
Juuso Valimaki;1550000;CGY
Jacob Markstrom;6000000;CGY
Daniel Vladar;750000;CGY
Mathias Emilio Pettersen;903333;CGY
Connor Zary;863333;CGY
Cole Schwindt;855833;CGY
Rory Kerins;846667;CGY
Ilya Nikolayev;836667;CGY
Adam Klapka;832500;CGY
Walker Duehr;827500;CGY
Matthew Phillips;750000;CGY
Martin Pospisil;750000;CGY
Clark Bishop;750000;CGY
Benjamin Jones;750000;CGY
Nicolas Meloche;950000;CGY
Connor Mackey;912500;CGY
Yan Kuznetsov;870000;CGY
Ilya Solovyov;828333;CGY
Jeremie Poirier;823333;CGY
Nick Desimone;762500;CGY
Dennis Gilbert;762500;CGY
Colton Poolman;750000;CGY
Dustin Wolf;813333;CGY
Oscar Dansk;750000;CGY
Tyler Seguin;9850000;DAL
Jamie Benn;9500000;DAL
Joe Pavelski;5500000;DAL
Mason Marchment;4500000;DAL
Radek Faksa;3250000;DAL
Roope Hintz;3150000;DAL
Denis Gurianov;2900000;DAL
Luke Glendening;1500000;DAL
Joel Kiviranta;1050000;DAL
Jacob Peterson;842500;DAL
Tanner Kero;750000;DAL
Fredrik Olofsson;750000;DAL
Marian Studenic;750000;DAL
Jason Robertson;0;DAL
Miro Heiskanen;8450000;DAL
Esa Lindell;5800000;DAL
Ryan Suter;3650000;DAL
Colin Miller;1850000;DAL
Jani Hakanpaa;1500000;DAL
Thomas Harley;863333;DAL
Joel Hanley;750000;DAL
Jake Oettinger;4000000;DAL
Scott Wedgewood;1000000;DAL
Anton Khudobin;3333333;DAL
Matej Blumel;925000;DAL
Mavrik Bourque;894167;DAL
Wyatt Johnston;894167;DAL
Ty Dellandrea;863333;DAL
Oskar Back;850833;DAL
Antonio Stranges;846667;DAL
Francesco Arcuri;841667;DAL
Logan Stankoven;836667;DAL
Riley Damiani;803333;DAL
Rhett Gardner;750000;DAL
Nicholas Caamano;750000;DAL
Fredrik Karlstrom;750000;DAL
Riley Tufte;750000;DAL
Riley Barber;750000;DAL
Artem Grushnikov;836667;DAL
Dawson Barteaux;783333;DAL
Jerad Rosburg;750000;DAL
Benjamin Gleason;750000;DAL
Ryan Shea;750000;DAL
Will Butcher;750000;DAL
Joseph Cecconi;750000;DAL
Alex Petrovic;750000;DAL
Adam Scheel;925000;DAL
Remi Poirier;836667;DAL
Sebastian Aho;8460250;CAR
Andrei Svechnikov;7750000;CAR
Jordan Staal;6000000;CAR
Teuvo Teravainen;5400000;CAR
Jesperi Kotkaniemi;4820000;CAR
Martin Necas;3000000;CAR
Jesper Fast;2000000;CAR
Jordan Martinook;1800000;CAR
Ondrej Kase;1500000;CAR
Paul Stastny;1500000;CAR
Seth Jarvis;894167;CAR
Lane Pederson;750000;CAR
Jaccob Slavin;5300000;CAR
Brent Burns;5280000;CAR
Brady Skjei;5250000;CAR
Brett Pesce;4025000;CAR
Ethan Bear;2200000;CAR
Dylan Coghlan;762500;CAR
Jalen Chatfield;762500;CAR
Frederik Andersen;4500000;CAR
Antti Raanta;2000000;CAR
Max Pacioretty;7000000;CAR
Jake Gardiner;4050000;CAR
Derek Stepan;0;CAR
Jack Drury;925000;CAR
Dominik Bokk;863333;CAR
Ryan Suzuki;863333;CAR
Noel Gunler;862500;CAR
Jamieson Rees;839167;CAR
Ville Koivunen;828333;CAR
Alexander Pashin;826667;CAR
Tuukka Tieksola;823333;CAR
Vasili Ponomarev;795000;CAR
Blake Murray;791667;CAR
Stefan Noesen;762500;CAR
Malte Stromwall;750000;CAR
Stelio Mattheos;750000;CAR
Ryan Dzingel;750000;CAR
Mackenzie Maceachern;750000;CAR
Anttoni Honka;836667;CAR
Aleksi Heimosalmi;828333;CAR
Ronan Seeley;810000;CAR
Cavan Fitzgerald;750000;CAR
Maxime Lajoie;750000;CAR
William Lagesson;750000;CAR
Pyotr Kochetkov;842500;CAR
Zach Sawchenko;750000;CAR
Sidney Crosby;8700000;PIT
Evgeni Malkin;6100000;PIT
Jake Guentzel;6000000;PIT
Jason Zucker;5500000;PIT
Bryan Rust;5125000;PIT
Rickard Rakell;5000000;PIT
Kasperi Kapanen;3200000;PIT
Jeff Carter;3125000;PIT
Brock Mcginn;2750000;PIT
Teddy Blueger;2200000;PIT
Danton Heinen;1000000;PIT
Josh Archibald;900000;PIT
Ryan Poehling;750000;PIT
Drew Oconnor;750000;PIT
Jeff Petry;6250000;PIT
Kris Letang;6100000;PIT
Brian Dumoulin;4100000;PIT
Marcus Pettersson;4025175;PIT
Jan Rutta;2750000;PIT
Ty Smith;863333;PIT
Chad Ruhwedel;800000;PIT
Mark Friedman;775000;PIT
Tristan Jarry;3500000;PIT
Casey Desmith;1800000;PIT
Corey Andonovski;925000;PIT
Samuel Poulin;863333;PIT
Jordan Frasca;859167;PIT
Ty Glover;859167;PIT
Lukas Svejkovsky;859167;PIT
Raivis Ansons;844167;PIT
Valtteri Puustinen;842500;PIT
Nathan Legare;789167;PIT
Jonathan Gruden;788333;PIT
Filip Hallander;764167;PIT
Radim Zohorna;750000;PIT
Alexander Nylander;750000;PIT
Drake Caggiula;750000;PIT
Owen Pickering;950000;PIT
Jack St Ivany;857500;PIT
Joshua Maniscalco;853333;PIT
Colin Swoyer;842500;PIT
Pierre Olivier Joseph;825000;PIT
Taylor Fedun;762500;PIT
Xavier Ouellet;762500;PIT
Filip Lindberg;925000;PIT
Taylor Gauthier;859167;PIT
Dustin Tokarski;775000;PIT
Mikko Rantanen;9250000;COL
Gabriel Landeskog;7000000;COL
Nathan Mackinnon;6300000;COL
Valeri Nichushkin;6125000;COL
Artturi Lehkonen;4500000;COL
Jt Compher;3500000;COL
Andrew Cogliano;1250000;COL
Darren Helm;1250000;COL
Logan Oconnor;1050000;COL
Alex Newhook;908333;COL
Lukas Sedlak;800000;COL
Cale Makar;9000000;COL
Erik Johnson;6000000;COL
Samuel Girard;5000000;COL
Josh Manson;4500000;COL
Devon Toews;4100000;COL
Kurtis Macdermid;987500;COL
Bowen Byram;894167;COL
Andreas Englund;750000;COL
Alexandar Georgiev;3400000;COL
Pavel Francouz;2000000;COL
Sampo Ranta;925000;COL
Ben Meyers;912500;COL
Oskar Olausson;894167;COL
Alex Beaucage;878333;COL
Martin Kaut;863333;COL
Jean Luc Foudy;847500;COL
Mikhail Maltsev;800000;COL
Spencer Smallman;762500;COL
Jayson Megna;750000;COL
Shane Bowers;750000;COL
Callahan Burke;750000;COL
Anton Blidh;750000;COL
Charles Hudon;750000;COL
Wyatt Aamodt;925000;COL
Danila Zhuravlyov;855000;COL
Nathan Clurman;842500;COL
Brad Hunt;762500;COL
Jacob Macdonald;762500;COL
Keaton Middleton;750000;COL
Josh Jacobs;750000;COL
Justus Annunen;880833;COL
Trent Miner;828333;COL
Jonas Johansson;750000;COL
Clayton Keller;7150000;ARI
Nick Schmaltz;5850000;ARI
Andrew Ladd;5500000;ARI
Lawson Crouse;4300000;ARI
Zack Kassian;3200000;ARI
Nick Ritchie;2500000;ARI
Travis Boyd;1750000;ARI
Christian Fischer;1125875;ARI
Nick Bjugstad;900000;ARI
Jack Mcbain;883750;ARI
Nathan Smith;883750;ARI
Liam Obrien1;775000;ARI
Michael Carcone;750000;ARI
Barrett Hayton;0;ARI
Jakob Chychrun;4600000;ARI
Shayne Gostisbehere;4500000;ARI
Patrik Nemeth;2500000;ARI
Joshua Brown;1275000;ARI
Troy Stecher;1250000;ARI
Dysin Mayo;950000;ARI
Janis Moser;886667;ARI
Cam Dineen;750000;ARI
Karel Vejmelka;2725000;ARI
Bryan Little;5291667;ARI
Conor Timmins;850000;ARI
Grigori Dronov;0;ARI
Conor Geekie;950000;ARI
Dylan Guenther;894167;ARI
Matias Maccelli;853333;ARI
Milos Kelemen;817500;ARI
Liam Kirk;813333;ARI
Ben Mccartney;813333;ARI
Ryan Mcgregor;803333;ARI
Jan Jenik;795000;ARI
Jeansebastien Dea;762500;ARI
Laurent Dauphin;750000;ARI
Bokondji Imama;750000;ARI
Maveric Lamoureux;950000;ARI
Cameron Crotty;925000;ARI
Victor Soderstrom;863333;ARI
Lukas Klok;845000;ARI
Vladislav Kolyachonok;789167;ARI
Ronald Knot;750000;ARI
Anson Thornton;807778;ARI
David Tendeck;783333;ARI
Ivan Prosvetov;750000;ARI
Jon Gillies;750000;ARI
Kevin Hayes;7142857;PHI
James Van Riemsdyk;7000000;PHI
Cam Atkinson;5875000;PHI
Travis Konecny;5500000;PHI
Joel Farabee;5000000;PHI
Scott Laughton;3000000;PHI
Nicolas Deslauriers;1750000;PHI
Owen Tippett;1500000;PHI
Bobby Brink;925000;PHI
Noah Cates;925000;PHI
Zack Macewen;925000;PHI
Morgan Frost;800000;PHI
Patrick Brown;750000;PHI
Ivan Provorov;6750000;PHI
Rasmus Ristolainen;5100000;PHI
Anthony Deangelo;5000000;PHI
Travis Sanheim;4675000;PHI
Justin Braun;1000000;PHI
Ronnie Attard;883750;PHI
Cam York;880833;PHI
Nick Seeler;775000;PHI
Carter Hart;3979000;PHI
Felix Sandstrom;775000;PHI
Sean Couturier;7750000;PHI
Ryan Ellis;6250000;PHI
Tyson Foerster;863333;PHI
Samu Tuomaala;861667;PHI
Olle Lycksell;837500;PHI
Jon Randall Avon;825000;PHI
Elliot Desnoyers;825000;PHI
Isaac Ratcliffe;813750;PHI
Hayden Hodgson;800000;PHI
Zayde Wisdom;797500;PHI
Wade Allison;785000;PHI
Jackson Cates;775000;PHI
Tanner Laczynski;762500;PHI
Adam Brooks;762500;PHI
Cooper Marody;762500;PHI
Max Willman;750000;PHI
Linus Sandin;750000;PHI
Adam Ginning;883750;PHI
Cooper Zech;837500;PHI
Wyatte Wylie;820833;PHI
Mason Millman;818333;PHI
Kevin Connauton;762500;PHI
Yegor Zamula;756667;PHI
Linus Hogberg;750000;PHI
Louis Belpedio;750000;PHI
Ivan Fedotov;925000;PHI
Samuel Ersson;859167;PHI
Troy Grosenick;750000;PHI
Tomas Hertl;8137500;SJS
Logan Couture;8000000;SJS
Timo Meier;6000000;SJS
Luke Kunin;2750000;SJS
Oskar Lindblom;2500000;SJS
Alexander Barabanov;2500000;SJS
Nick Bonino;2050000;SJS
Nico Sturm;2000000;SJS
Steven Lorentz;1050000;SJS
Noah Gregor;950000;SJS
Matt Nieto;850000;SJS
Jeffrey Viel;750000;SJS
Jonah Gadjovich;750000;SJS
Evgeny Svechnikov;750000;SJS
Erik Karlsson;11500000;SJS
Marc Edouard Vlasic;7000000;SJS
Mario Ferraro;3250000;SJS
Radim Simek;2250000;SJS
Markus Nutivaara;1500000;SJS
Matthew Benning;1250000;SJS
Jaycob Megna;762500;SJS
Kaapo Kahkonen;2750000;SJS
James Reimer;2250000;SJS
Kevin Labanc;4725000;SJS
Nikolai Knyzhov;850000;SJS
Thomas Bordeleau;916667;SJS
William Eklund;894167;SJS
Brandon Coe;850833;SJS
Adam Raska;848333;SJS
Scott Reedy;842500;SJS
Jasper Weatherby;842500;SJS
Mitchell Russell;836667;SJS
Ozzy Wiesblatt;835833;SJS
Daniil Gushchin;828333;SJS
Timur Ibragimov;813333;SJS
Tristen Robins;797500;SJS
Dillon Hamaliuk;789167;SJS
Andrew Agozzino;775000;SJS
Cj Suess;775000;SJS
Max Veronneau;750000;SJS
Gannon Laroque;867500;SJS
Ryan Merkley;863333;SJS
Santeri Hatakka;850833;SJS
Nick Cicek;835000;SJS
Artemi Kniazev;789167;SJS
Eetu Makiniemi;867500;SJS
Strauss Mann;842500;SJS
Zacharie Emond;786667;SJS
